year,month.x,day,date.x,weekday.x,month.y,date.y,weekday.y,month,births
1997,1,31,1997-01-31,Fri,7,1997-07-31,Thurs,births.y,12198
1997,1,23,1997-01-23,Thurs,7,1997-07-23,Wed,births.y,12319
1997,1,22,1997-01-22,Wed,7,1997-07-22,Tues,births.y,12928
1997,1,14,1997-01-14,Tues,7,1997-07-14,Mon,births.y,11198
1997,1,24,1997-01-24,Fri,7,1997-07-24,Thurs,births.y,11988
1997,1,17,1997-01-17,Fri,7,1997-07-17,Thurs,births.y,12552
1997,1,15,1997-01-15,Wed,7,1997-07-15,Tues,births.y,12625
1997,1,16,1997-01-16,Thurs,7,1997-07-16,Wed,births.y,12474
1997,1,3,1997-01-03,Fri,7,1997-07-03,Thurs,births.y,12433
1997,1,30,1997-01-30,Thurs,7,1997-07-30,Wed,births.y,12356
1997,1,29,1997-01-29,Wed,7,1997-07-29,Tues,births.y,12482
1997,1,9,1997-01-09,Thurs,7,1997-07-09,Wed,births.y,12292
1997,1,8,1997-01-08,Wed,7,1997-07-08,Tues,births.y,12927
1997,1,27,1997-01-27,Mon,7,1997-07-27,Sun,births.y,8213
1997,1,6,1997-01-06,Mon,7,1997-07-06,Sun,births.y,7860
1997,1,20,1997-01-20,Mon,7,1997-07-20,Sun,births.y,7973
1997,1,13,1997-01-13,Mon,7,1997-07-13,Sun,births.y,8092
1997,1,2,1997-01-02,Thurs,7,1997-07-02,Wed,births.y,12820
1997,1,25,1997-01-25,Sat,7,1997-07-25,Fri,births.y,12178
1997,1,4,1997-01-04,Sat,7,1997-07-04,Fri,births.y,9445
1997,1,11,1997-01-11,Sat,7,1997-07-11,Fri,births.y,12132
1997,1,1,1997-01-01,Wed,7,1997-07-01,Tues,births.y,13003
1997,1,18,1997-01-18,Sat,7,1997-07-18,Fri,births.y,12101
1997,1,5,1997-01-05,Sun,7,1997-07-05,Sat,births.y,8255
1997,1,19,1997-01-19,Sun,7,1997-07-19,Sat,births.y,9055
1997,1,26,1997-01-26,Sun,7,1997-07-26,Sat,births.y,8939
1997,1,12,1997-01-12,Sun,7,1997-07-12,Sat,births.y,8841
1998,1,13,1998-01-13,Tues,7,1998-07-13,Mon,births.y,11149
1998,1,6,1998-01-06,Tues,7,1998-07-06,Mon,births.y,11030
1998,1,27,1998-01-27,Tues,7,1998-07-27,Mon,births.y,11350
1998,1,20,1998-01-20,Tues,7,1998-07-20,Mon,births.y,11598
1998,1,22,1998-01-22,Thurs,7,1998-07-22,Wed,births.y,12785
1998,1,21,1998-01-21,Wed,7,1998-07-21,Tues,births.y,12686
1998,1,30,1998-01-30,Fri,7,1998-07-30,Thurs,births.y,12375
1998,1,14,1998-01-14,Wed,7,1998-07-14,Tues,births.y,13034
1998,1,16,1998-01-16,Fri,7,1998-07-16,Thurs,births.y,12467
1998,1,8,1998-01-08,Thurs,7,1998-07-08,Wed,births.y,12535
1998,1,29,1998-01-29,Thurs,7,1998-07-29,Wed,births.y,12556
1998,1,15,1998-01-15,Thurs,7,1998-07-15,Wed,births.y,12593
1998,1,28,1998-01-28,Wed,7,1998-07-28,Tues,births.y,12919
1998,1,9,1998-01-09,Fri,7,1998-07-09,Thurs,births.y,12463
1998,1,7,1998-01-07,Wed,7,1998-07-07,Tues,births.y,12753
1998,1,23,1998-01-23,Fri,7,1998-07-23,Thurs,births.y,12536
1998,1,26,1998-01-26,Mon,7,1998-07-26,Sun,births.y,8069
1998,1,5,1998-01-05,Mon,7,1998-07-05,Sun,births.y,7694
1998,1,12,1998-01-12,Mon,7,1998-07-12,Sun,births.y,8096
1998,1,19,1998-01-19,Mon,7,1998-07-19,Sun,births.y,8018
1998,1,2,1998-01-02,Fri,7,1998-07-02,Thurs,births.y,12517
1998,1,17,1998-01-17,Sat,7,1998-07-17,Fri,births.y,12345
1998,1,10,1998-01-10,Sat,7,1998-07-10,Fri,births.y,12288
1998,1,24,1998-01-24,Sat,7,1998-07-24,Fri,births.y,12287
1998,1,31,1998-01-31,Sat,7,1998-07-31,Fri,births.y,12296
1998,1,3,1998-01-03,Sat,7,1998-07-03,Fri,births.y,10371
1998,1,1,1998-01-01,Thurs,7,1998-07-01,Wed,births.y,12680
1998,1,4,1998-01-04,Sun,7,1998-07-04,Sat,births.y,8372
1998,1,18,1998-01-18,Sun,7,1998-07-18,Sat,births.y,8905
1998,1,11,1998-01-11,Sun,7,1998-07-11,Sat,births.y,8996
1998,1,25,1998-01-25,Sun,7,1998-07-25,Sat,births.y,8888
1999,1,12,1999-01-12,Tues,7,1999-07-12,Mon,births.y,11489
1999,1,21,1999-01-21,Thurs,7,1999-07-21,Wed,births.y,12685
1999,1,5,1999-01-05,Tues,7,1999-07-05,Mon,births.y,8413
1999,1,26,1999-01-26,Tues,7,1999-07-26,Mon,births.y,11687
1999,1,7,1999-01-07,Thurs,7,1999-07-07,Wed,births.y,13343
1999,1,20,1999-01-20,Wed,7,1999-07-20,Tues,births.y,12849
1999,1,19,1999-01-19,Tues,7,1999-07-19,Mon,births.y,11556
1999,1,8,1999-01-08,Fri,7,1999-07-08,Thurs,births.y,13245
1999,1,14,1999-01-14,Thurs,7,1999-07-14,Wed,births.y,12631
1999,1,28,1999-01-28,Thurs,7,1999-07-28,Wed,births.y,12803
1999,1,6,1999-01-06,Wed,7,1999-07-06,Tues,births.y,11799
1999,1,15,1999-01-15,Fri,7,1999-07-15,Thurs,births.y,12795
1999,1,22,1999-01-22,Fri,7,1999-07-22,Thurs,births.y,12945
1999,1,13,1999-01-13,Wed,7,1999-07-13,Tues,births.y,12646
1999,1,29,1999-01-29,Fri,7,1999-07-29,Thurs,births.y,12840
1999,1,27,1999-01-27,Wed,7,1999-07-27,Tues,births.y,12903
1999,1,25,1999-01-25,Mon,7,1999-07-25,Sun,births.y,8182
1999,1,11,1999-01-11,Mon,7,1999-07-11,Sun,births.y,7882
1999,1,18,1999-01-18,Mon,7,1999-07-18,Sun,births.y,8025
1999,1,4,1999-01-04,Mon,7,1999-07-04,Sun,births.y,7973
1999,1,23,1999-01-23,Sat,7,1999-07-23,Fri,births.y,12674
1999,1,30,1999-01-30,Sat,7,1999-07-30,Fri,births.y,12537
1999,1,9,1999-01-09,Sat,7,1999-07-09,Fri,births.y,12566
1999,1,16,1999-01-16,Sat,7,1999-07-16,Fri,births.y,12582
1999,1,1,1999-01-01,Fri,7,1999-07-01,Thurs,births.y,12828
1999,1,10,1999-01-10,Sun,7,1999-07-10,Sat,births.y,9196
1999,1,17,1999-01-17,Sun,7,1999-07-17,Sat,births.y,9034
1999,1,2,1999-01-02,Sat,7,1999-07-02,Fri,births.y,12525
1999,1,24,1999-01-24,Sun,7,1999-07-24,Sat,births.y,9258
1999,1,31,1999-01-31,Sun,7,1999-07-31,Sat,births.y,9157
1999,1,3,1999-01-03,Sun,7,1999-07-03,Sat,births.y,8764
2000,1,4,2000-01-04,Tues,7,2000-07-04,Tues,births.y,9394
2000,1,11,2000-01-11,Tues,7,2000-07-11,Tues,births.y,13267
2000,1,7,2000-01-07,Fri,7,2000-07-07,Fri,births.y,13372
2000,1,6,2000-01-06,Thurs,7,2000-07-06,Thurs,births.y,13558
2000,1,25,2000-01-25,Tues,7,2000-07-25,Tues,births.y,12943
2000,1,5,2000-01-05,Wed,7,2000-07-05,Wed,births.y,12078
2000,1,20,2000-01-20,Thurs,7,2000-07-20,Thurs,births.y,12855
2000,1,27,2000-01-27,Thurs,7,2000-07-27,Thurs,births.y,12849
2000,1,18,2000-01-18,Tues,7,2000-07-18,Tues,births.y,13354
2000,1,19,2000-01-19,Wed,7,2000-07-19,Wed,births.y,12718
2000,1,12,2000-01-12,Wed,7,2000-07-12,Wed,births.y,12543
2000,1,14,2000-01-14,Fri,7,2000-07-14,Fri,births.y,12941
2000,1,26,2000-01-26,Wed,7,2000-07-26,Wed,births.y,12700
2000,1,28,2000-01-28,Fri,7,2000-07-28,Fri,births.y,12654
2000,1,21,2000-01-21,Fri,7,2000-07-21,Fri,births.y,12767
2000,1,13,2000-01-13,Thurs,7,2000-07-13,Thurs,births.y,12684
2000,1,10,2000-01-10,Mon,7,2000-07-10,Mon,births.y,12161
2000,1,24,2000-01-24,Mon,7,2000-07-24,Mon,births.y,11916
2000,1,3,2000-01-03,Mon,7,2000-07-03,Mon,births.y,11080
2000,1,31,2000-01-31,Mon,7,2000-07-31,Mon,births.y,11626
2000,1,17,2000-01-17,Mon,7,2000-07-17,Mon,births.y,11876
2000,1,1,2000-01-01,Sat,7,2000-07-01,Sat,births.y,9215
2000,1,8,2000-01-08,Sat,7,2000-07-08,Sat,births.y,9479
2000,1,29,2000-01-29,Sat,7,2000-07-29,Sat,births.y,9303
2000,1,22,2000-01-22,Sat,7,2000-07-22,Sat,births.y,9269
2000,1,15,2000-01-15,Sat,7,2000-07-15,Sat,births.y,9392
2000,1,2,2000-01-02,Sun,7,2000-07-02,Sun,births.y,7933
2000,1,9,2000-01-09,Sun,7,2000-07-09,Sun,births.y,8435
2000,1,23,2000-01-23,Sun,7,2000-07-23,Sun,births.y,8011
2000,1,30,2000-01-30,Sun,7,2000-07-30,Sun,births.y,8289
2000,1,16,2000-01-16,Sun,7,2000-07-16,Sun,births.y,8313
2001,1,12,2001-01-12,Fri,7,2001-07-12,Thurs,births.y,12949
2001,1,4,2001-01-04,Thurs,7,2001-07-04,Wed,births.y,9450
2001,1,5,2001-01-05,Fri,7,2001-07-05,Thurs,births.y,12264
2001,1,18,2001-01-18,Thurs,7,2001-07-18,Wed,births.y,12970
2001,1,25,2001-01-25,Thurs,7,2001-07-25,Wed,births.y,12785
2001,1,30,2001-01-30,Tues,7,2001-07-30,Mon,births.y,11912
2001,1,31,2001-01-31,Wed,7,2001-07-31,Tues,births.y,12903
2001,1,23,2001-01-23,Tues,7,2001-07-23,Mon,births.y,11836
2001,1,10,2001-01-10,Wed,7,2001-07-10,Tues,births.y,13317
2001,1,11,2001-01-11,Thurs,7,2001-07-11,Wed,births.y,12690
2001,1,3,2001-01-03,Wed,7,2001-07-03,Tues,births.y,13081
2001,1,9,2001-01-09,Tues,7,2001-07-09,Mon,births.y,11794
2001,1,17,2001-01-17,Wed,7,2001-07-17,Tues,births.y,13357
2001,1,24,2001-01-24,Wed,7,2001-07-24,Tues,births.y,13239
2001,1,19,2001-01-19,Fri,7,2001-07-19,Thurs,births.y,13031
2001,1,16,2001-01-16,Tues,7,2001-07-16,Mon,births.y,12160
2001,1,26,2001-01-26,Fri,7,2001-07-26,Thurs,births.y,12784
2001,1,29,2001-01-29,Mon,7,2001-07-29,Sun,births.y,7787
2001,1,8,2001-01-08,Mon,7,2001-07-08,Sun,births.y,8121
2001,1,22,2001-01-22,Mon,7,2001-07-22,Sun,births.y,7961
2001,1,15,2001-01-15,Mon,7,2001-07-15,Sun,births.y,7922
2001,1,2,2001-01-02,Tues,7,2001-07-02,Mon,births.y,12154
2001,1,6,2001-01-06,Sat,7,2001-07-06,Fri,births.y,12901
2001,1,13,2001-01-13,Sat,7,2001-07-13,Fri,births.y,11978
2001,1,27,2001-01-27,Sat,7,2001-07-27,Fri,births.y,12441
2001,1,20,2001-01-20,Sat,7,2001-07-20,Fri,births.y,12697
2001,1,7,2001-01-07,Sun,7,2001-07-07,Sat,births.y,9357
2001,1,14,2001-01-14,Sun,7,2001-07-14,Sat,births.y,9112
2001,1,21,2001-01-21,Sun,7,2001-07-21,Sat,births.y,9189
2001,1,28,2001-01-28,Sun,7,2001-07-28,Sat,births.y,8952
2001,1,1,2001-01-01,Mon,7,2001-07-01,Sun,births.y,7953
2002,1,4,2002-01-04,Fri,7,2002-07-04,Thurs,births.y,9346
2002,1,10,2002-01-10,Thurs,7,2002-07-10,Wed,births.y,12998
2002,1,8,2002-01-08,Tues,7,2002-07-08,Mon,births.y,12060
2002,1,24,2002-01-24,Thurs,7,2002-07-24,Wed,births.y,12969
2002,1,3,2002-01-03,Thurs,7,2002-07-03,Wed,births.y,13393
2002,1,22,2002-01-22,Tues,7,2002-07-22,Mon,births.y,11949
2002,1,15,2002-01-15,Tues,7,2002-07-15,Mon,births.y,12176
2002,1,17,2002-01-17,Thurs,7,2002-07-17,Wed,births.y,13070
2002,1,11,2002-01-11,Fri,7,2002-07-11,Thurs,births.y,12974
2002,1,18,2002-01-18,Fri,7,2002-07-18,Thurs,births.y,13183
2002,1,23,2002-01-23,Wed,7,2002-07-23,Tues,births.y,13318
2002,1,29,2002-01-29,Tues,7,2002-07-29,Mon,births.y,11961
2002,1,31,2002-01-31,Thurs,7,2002-07-31,Wed,births.y,13055
2002,1,30,2002-01-30,Wed,7,2002-07-30,Tues,births.y,13342
2002,1,25,2002-01-25,Fri,7,2002-07-25,Thurs,births.y,13191
2002,1,16,2002-01-16,Wed,7,2002-07-16,Tues,births.y,13352
2002,1,9,2002-01-09,Wed,7,2002-07-09,Tues,births.y,13556
2002,1,7,2002-01-07,Mon,7,2002-07-07,Sun,births.y,7951
2002,1,14,2002-01-14,Mon,7,2002-07-14,Sun,births.y,7781
2002,1,28,2002-01-28,Mon,7,2002-07-28,Sun,births.y,7812
2002,1,21,2002-01-21,Mon,7,2002-07-21,Sun,births.y,7823
2002,1,2,2002-01-02,Wed,7,2002-07-02,Tues,births.y,13862
2002,1,5,2002-01-05,Sat,7,2002-07-05,Fri,births.y,11131
2002,1,26,2002-01-26,Sat,7,2002-07-26,Fri,births.y,12745
2002,1,12,2002-01-12,Sat,7,2002-07-12,Fri,births.y,12505
2002,1,19,2002-01-19,Sat,7,2002-07-19,Fri,births.y,12668
2002,1,1,2002-01-01,Tues,7,2002-07-01,Mon,births.y,12397
2002,1,6,2002-01-06,Sun,7,2002-07-06,Sat,births.y,8715
2002,1,27,2002-01-27,Sun,7,2002-07-27,Sat,births.y,8924
2002,1,13,2002-01-13,Sun,7,2002-07-13,Sat,births.y,8778
2002,1,20,2002-01-20,Sun,7,2002-07-20,Sat,births.y,8684
2003,1,14,2003-01-14,Tues,7,2003-07-14,Mon,births.y,12068
2003,1,7,2003-01-07,Tues,7,2003-07-07,Mon,births.y,12407
2003,1,28,2003-01-28,Tues,7,2003-07-28,Mon,births.y,12262
2003,1,10,2003-01-10,Fri,7,2003-07-10,Thurs,births.y,13381
2003,1,30,2003-01-30,Thurs,7,2003-07-30,Wed,births.y,13295
2003,1,21,2003-01-21,Tues,7,2003-07-21,Mon,births.y,12241
2003,1,3,2003-01-03,Fri,7,2003-07-03,Thurs,births.y,13247
2003,1,16,2003-01-16,Thurs,7,2003-07-16,Wed,births.y,13224
2003,1,23,2003-01-23,Thurs,7,2003-07-23,Wed,births.y,13312
2003,1,24,2003-01-24,Fri,7,2003-07-24,Thurs,births.y,13355
2003,1,8,2003-01-08,Wed,7,2003-07-08,Tues,births.y,13626
2003,1,15,2003-01-15,Wed,7,2003-07-15,Tues,births.y,13434
2003,1,17,2003-01-17,Fri,7,2003-07-17,Thurs,births.y,13444
2003,1,29,2003-01-29,Wed,7,2003-07-29,Tues,births.y,13562
2003,1,22,2003-01-22,Wed,7,2003-07-22,Tues,births.y,13522
2003,1,9,2003-01-09,Thurs,7,2003-07-09,Wed,births.y,13286
2003,1,31,2003-01-31,Fri,7,2003-07-31,Thurs,births.y,13237
2003,1,27,2003-01-27,Mon,7,2003-07-27,Sun,births.y,7740
2003,1,6,2003-01-06,Mon,7,2003-07-06,Sun,births.y,7789
2003,1,13,2003-01-13,Mon,7,2003-07-13,Sun,births.y,7867
2003,1,2,2003-01-02,Thurs,7,2003-07-02,Wed,births.y,13577
2003,1,20,2003-01-20,Mon,7,2003-07-20,Sun,births.y,7954
2003,1,4,2003-01-04,Sat,7,2003-07-04,Fri,births.y,9364
2003,1,11,2003-01-11,Sat,7,2003-07-11,Fri,births.y,12878
2003,1,18,2003-01-18,Sat,7,2003-07-18,Fri,births.y,13013
2003,1,25,2003-01-25,Sat,7,2003-07-25,Fri,births.y,12825
2003,1,1,2003-01-01,Wed,7,2003-07-01,Tues,births.y,13682
2003,1,19,2003-01-19,Sun,7,2003-07-19,Sat,births.y,8787
2003,1,5,2003-01-05,Sun,7,2003-07-05,Sat,births.y,8209
2003,1,26,2003-01-26,Sun,7,2003-07-26,Sat,births.y,8862
2003,1,12,2003-01-12,Sun,7,2003-07-12,Sat,births.y,8776
